order_date,year,quarter,month,month_name,region,country,category,subcategory,customer_segment,quantity,unit_price,revenue,cost,profit,profit_margin
2022-10-02,2022,4,10,October,Europe,Country_4,Office Supplies,Binders,Corporate,8,115.78,926.28,565.67,360.61,0.3893
2023-06-14,2023,2,6,June,Europe,Country_3,Clothing,Shirts,Consumer,6,56.31,337.87,252.64,85.23,0.2523
2024-10-16,2024,4,10,October,Europe,Country_3,Clothing,Pants,Home Office,1,74.82,74.82,41.83,32.99,0.4409
2023-01-19,2023,1,1,January,Asia Pacific,Country_9,Electronics,Tablets,Corporate,7,261.72,1832.01,1417.01,414.99,0.2265
2023-10-23,2023,4,10,October,North America,Country_9,Clothing,Shirts,Consumer,8,89.54,716.35,467.64,248.71,0.3472
2023-09-26,2023,3,9,September,Asia Pacific,Country_5,Clothing,Shirts,Home Office,6,161.28,967.66,709.75,257.91,0.2665
2024-04-21,2024,2,4,April,Asia Pacific,Country_9,Electronics,Tablets,Consumer,8,191.05,1528.37,937.88,590.49,0.3864
2022-11-24,2022,4,11,November,Latin America,Country_8,Office Supplies,Paper,Corporate,5,13.9,69.48,41.44,28.04,0.4036
2024-06-13,2024,2,6,June,Asia Pacific,Country_7,Office Supplies,Pens,Home Office,2,335.54,671.09,433.48,237.61,0.3541
2022-12-25,2022,4,12,December,Latin America,Country_9,Electronics,Smartphones,Home Office,9,232.48,2092.29,1152.44,939.84,0.4492
2023-03-28,2023,1,3,March,North America,Country_3,Office Supplies,Pens,Home Office,5,139.78,698.91,435.34,263.57,0.3771
2023-12-15,2023,4,12,December,Europe,Country_6,Clothing,Pants,Home Office,3,19.47,58.41,37.48,20.93,0.3584
2022-03-10,2022,1,3,March,Europe,Country_7,Clothing,Shirts,Home Office,7,308.09,2156.6,1483.68,672.92,0.312
2023-02-22,2023,1,2,February,Asia Pacific,Country_4,Furniture,Tables,Home Office,9,326.62,2939.62,1964.56,975.06,0.3317
2024-05-30,2024,2,5,May,Asia Pacific,Country_6,Furniture,Chairs,Home Office,9,16.15,145.37,94.64,50.72,0.3489
2023-08-25,2023,3,8,August,Europe,Country_9,Electronics,Tablets,Home Office,9,444.47,4000.23,2400.51,1599.72,0.3999
2024-03-16,2024,1,3,March,Latin America,Country_6,Electronics,Tablets,Consumer,3,147.83,443.48,244.19,199.29,0.4494
2022-02-04,2022,1,2,February,Asia Pacific,Country_6,Electronics,Smartphones,Corporate,3,19.17,57.52,29.78,27.74,0.4823
2023-05-27,2023,2,5,May,Europe,Country_7,Office Supplies,Paper,Corporate,9,180.7,1626.34,922.47,703.88,0.4328
2022-02-14,2022,1,2,February,Latin America,Country_3,Clothing,Shoes,Home Office,1,223.86,223.86,114.2,109.66,0.4898
2024-06-29,2024,2,6,June,Asia Pacific,Country_3,Office Supplies,Binders,Consumer,6,38.41,230.49,149.76,80.73,0.3503
2023-02-16,2023,1,2,February,North America,Country_7,Office Supplies,Paper,Consumer,9,276.4,2487.64,1827.18,660.46,0.2655
2022-01-18,2022,1,1,January,North America,Country_8,Electronics,Tablets,Consumer,7,47.85,334.92,177.72,157.19,0.4694
2022-12-30,2022,4,12,December,North America,Country_6,Electronics,Smartphones,Corporate,8,448.15,3585.19,2424.12,1161.06,0.3239
2024-04-13,2024,2,4,April,Europe,Country_1,Clothing,Shirts,Consumer,6,276.32,1657.92,932.39,725.53,0.4376
2022-07-27,2022,3,7,July,Europe,Country_7,Furniture,Tables,Consumer,6,105.41,632.45,335.05,297.41,0.4702
2024-12-01,2024,4,12,December,Latin America,Country_3,Office Supplies,Pens,Consumer,5,401.73,2008.64,1204.03,804.61,0.4006
2024-01-17,2024,1,1,January,Asia Pacific,Country_6,Office Supplies,Pens,Corporate,2,393.91,787.81,482.98,304.84,0.3869
2022-12-01,2022,4,12,December,Latin America,Country_3,Furniture,Tables,Consumer,2,349.68,699.36,489.64,209.72,0.2999
2022-02-04,2022,1,2,February,Latin America,Country_1,Furniture,Beds,Home Office,3,57.2,171.61,89.97,81.64,0.4757
2023-07-13,2023,3,7,July,North America,Country_4,Office Supplies,Binders,Home Office,8,475.7,3805.59,2798.32,1007.26,0.2647
2023-01-04,2023,1,1,January,North America,Country_8,Electronics,Smartphones,Home Office,6,74.46,446.76,315.26,131.5,0.2943
2023-03-30,2023,1,3,March,North America,Country_5,Office Supplies,Pens,Home Office,4,114.5,457.98,285.46,172.53,0.3767
2024-03-26,2024,1,3,March,North America,Country_5,Office Supplies,Pens,Home Office,1,26.98,26.98,17.77,9.21,0.3412
2024-04-14,2024,2,4,April,North America,Country_5,Clothing,Shoes,Consumer,4,99.99,399.95,205.09,194.86,0.4872
2024-11-04,2024,4,11,November,Europe,Country_7,Clothing,Shirts,Home Office,8,338.19,2705.5,1669.06,1036.44,0.3831
2023-09-07,2023,3,9,September,North America,Country_7,Clothing,Shirts,Corporate,6,184.88,1109.28,609.93,499.35,0.4502
2023-05-31,2023,2,5,May,Latin America,Country_4,Electronics,Smartphones,Home Office,8,215.69,1725.52,990.95,734.58,0.4257
2022-03-03,2022,1,3,March,North America,Country_9,Clothing,Shirts,Home Office,8,367.12,2936.97,1847.11,1089.86,0.3711
2023-11-19,2023,4,11,November,Latin America,Country_5,Clothing,Shoes,Corporate,7,302.97,2120.81,1389.68,731.13,0.3447
2023-11-17,2023,4,11,November,Asia Pacific,Country_6,Office Supplies,Paper,Home Office,8,15.25,122.04,89.99,32.05,0.2626
2022-06-01,2022,2,6,June,North America,Country_3,Furniture,Beds,Consumer,5,125.32,626.59,463.43,163.16,0.2604
2024-09-26,2024,3,9,September,North America,Country_9,Clothing,Pants,Home Office,5,315.78,1578.92,1006.36,572.56,0.3626
2022-08-28,2022,3,8,August,Latin America,Country_3,Clothing,Pants,Consumer,4,315.93,1263.74,951.76,311.98,0.2469
2022-10-01,2022,4,10,October,North America,Country_4,Office Supplies,Pens,Home Office,1,267.49,267.49,206.44,61.05,0.2282
2022-12-17,2022,4,12,December,Latin America,Country_6,Electronics,Smartphones,Consumer,5,60.8,304.01,204.72,99.29,0.3266
2024-02-22,2024,1,2,February,North America,Country_4,Electronics,Tablets,Consumer,7,374.84,2623.9,1322.6,1301.3,0.4959
2024-05-02,2024,2,5,May,Asia Pacific,Country_4,Furniture,Tables,Corporate,5,465.12,2325.59,1184.81,1140.78,0.4905
2022-06-04,2022,2,6,June,Latin America,Country_4,Office Supplies,Paper,Consumer,5,202.61,1013.06,564.6,448.46,0.4427
2024-05-08,2024,2,5,May,Asia Pacific,Country_1,Office Supplies,Binders,Consumer,8,190.37,1523.0,1010.17,512.83,0.3367
2024-10-15,2024,4,10,October,Europe,Country_1,Furniture,Tables,Home Office,9,430.28,3872.48,2540.99,1331.49,0.3438
2024-12-20,2024,4,12,December,Europe,Country_3,Clothing,Pants,Consumer,6,388.52,2331.13,1307.11,1024.02,0.4393
2023-07-10,2023,3,7,July,Asia Pacific,Country_7,Office Supplies,Pens,Corporate,5,458.06,2290.31,1641.87,648.45,0.2831
2024-04-06,2024,2,4,April,Latin America,Country_5,Office Supplies,Binders,Consumer,6,233.5,1400.98,1098.69,302.29,0.2158
2024-02-03,2024,1,2,February,Europe,Country_9,Office Supplies,Binders,Consumer,1,127.82,127.82,87.09,40.74,0.3187
2022-12-19,2022,4,12,December,North America,Country_7,Furniture,Chairs,Corporate,2,293.84,587.67,340.29,247.38,0.421
2024-01-13,2024,1,1,January,Europe,Country_4,Furniture,Beds,Home Office,7,442.56,3097.95,1846.92,1251.03,0.4038
2022-05-09,2022,2,5,May,Asia Pacific,Country_9,Clothing,Pants,Corporate,7,84.73,593.12,328.18,264.94,0.4467
2024-12-27,2024,4,12,December,North America,Country_1,Furniture,Beds,Consumer,1,198.05,198.05,154.03,44.02,0.2223
2023-11-04,2023,4,11,November,North America,Country_9,Electronics,Laptops,Home Office,9,153.83,1384.49,1042.19,342.29,0.2472
2022-11-06,2022,4,11,November,North America,Country_9,Clothing,Shoes,Consumer,2,16.66,33.32,20.5,12.81,0.3846
2023-07-30,2023,3,7,July,North America,Country_4,Furniture,Chairs,Consumer,1,193.33,193.33,135.83,57.49,0.2974
2023-09-16,2023,3,9,September,North America,Country_6,Office Supplies,Binders,Corporate,1,133.21,133.21,76.53,56.68,0.4255
2023-10-23,2023,4,10,October,Latin America,Country_5,Office Supplies,Paper,Corporate,2,410.9,821.81,489.66,332.14,0.4042
2023-11-13,2023,4,11,November,Latin America,Country_5,Clothing,Shirts,Corporate,9,320.27,2882.47,1539.5,1342.96,0.4659
2023-10-30,2023,4,10,October,North America,Country_1,Clothing,Shoes,Home Office,1,105.17,105.17,84.06,21.11,0.2007
2022-10-22,2022,4,10,October,Europe,Country_4,Furniture,Tables,Home Office,4,173.07,692.29,553.73,138.56,0.2001
2024-06-25,2024,2,6,June,Asia Pacific,Country_3,Clothing,Shirts,Corporate,6,298.35,1790.07,1143.9,646.17,0.361
2023-09-13,2023,3,9,September,North America,Country_7,Furniture,Tables,Home Office,5,256.85,1284.26,691.33,592.93,0.4617
2024-09-17,2024,3,9,September,Latin America,Country_4,Clothing,Shirts,Home Office,2,416.05,832.09,638.27,193.82,0.2329
2023-12-30,2023,4,12,December,Asia Pacific,Country_8,Furniture,Chairs,Consumer,8,232.65,1861.18,1091.36,769.81,0.4136
2023-01-18,2023,1,1,January,Asia Pacific,Country_9,Furniture,Chairs,Corporate,6,48.31,289.88,157.61,132.27,0.4563
2022-08-30,2022,3,8,August,North America,Country_4,Office Supplies,Paper,Home Office,3,119.75,359.24,285.19,74.05,0.2061
2024-08-30,2024,3,8,August,Asia Pacific,Country_8,Electronics,Tablets,Corporate,2,366.1,732.21,470.68,261.53,0.3572
2024-06-22,2024,2,6,June,Asia Pacific,Country_5,Office Supplies,Pens,Corporate,9,149.21,1342.87,709.7,633.18,0.4715
2023-02-22,2023,1,2,February,Europe,Country_6,Office Supplies,Binders,Corporate,6,346.94,2081.65,1466.35,615.3,0.2956
2022-03-30,2022,1,3,March,Latin America,Country_4,Electronics,Laptops,Consumer,8,380.16,3041.31,2019.89,1021.42,0.3358
2023-12-19,2023,4,12,December,Latin America,Country_4,Electronics,Tablets,Corporate,2,404.83,809.66,606.24,203.42,0.2512
2022-12-08,2022,4,12,December,Latin America,Country_7,Furniture,Chairs,Home Office,5,313.45,1567.24,1221.18,346.06,0.2208
2024-04-04,2024,2,4,April,North America,Country_5,Furniture,Tables,Consumer,6,351.49,2108.91,1286.91,822.0,0.3898
2024-10-23,2024,4,10,October,North America,Country_2,Electronics,Tablets,Home Office,1,318.37,318.37,163.54,154.83,0.4863
2022-04-01,2022,2,4,April,Latin America,Country_3,Electronics,Smartphones,Home Office,8,466.04,3728.3,2183.64,1544.66,0.4143
2022-07-28,2022,3,7,July,Latin America,Country_8,Furniture,Tables,Corporate,9,247.18,2224.6,1253.3,971.3,0.4366
2023-04-30,2023,2,4,April,Latin America,Country_6,Clothing,Pants,Home Office,2,28.81,57.62,31.54,26.08,0.4526
2024-03-03,2024,1,3,March,Asia Pacific,Country_8,Furniture,Tables,Home Office,7,458.29,3208.02,2116.22,1091.8,0.3403
2024-05-26,2024,2,5,May,Latin America,Country_3,Furniture,Beds,Consumer,3,308.65,925.94,524.22,401.72,0.4338
2022-08-25,2022,3,8,August,North America,Country_7,Furniture,Chairs,Corporate,3,331.52,994.56,705.16,289.4,0.291
2024-08-19,2024,3,8,August,Europe,Country_4,Electronics,Laptops,Corporate,7,294.95,2064.68,1513.09,551.59,0.2672
2022-04-02,2022,2,4,April,Europe,Country_6,Electronics,Laptops,Consumer,9,426.09,3834.77,2418.99,1415.78,0.3692
2022-01-31,2022,1,1,January,Europe,Country_9,Clothing,Shoes,Consumer,2,321.08,642.15,363.92,278.23,0.4333
2024-12-24,2024,4,12,December,Latin America,Country_7,Office Supplies,Pens,Home Office,8,466.54,3732.34,1875.59,1856.74,0.4975
2022-01-21,2022,1,1,January,Asia Pacific,Country_5,Electronics,Tablets,Corporate,2,375.36,750.71,377.09,373.63,0.4977
2022-06-26,2022,2,6,June,North America,Country_2,Clothing,Shoes,Corporate,2,374.73,749.45,522.64,226.81,0.3026
2024-06-26,2024,2,6,June,Europe,Country_6,Electronics,Laptops,Home Office,8,487.9,3903.21,2251.82,1651.39,0.4231
2024-10-04,2024,4,10,October,North America,Country_3,Office Supplies,Paper,Corporate,1,322.95,322.95,179.39,143.56,0.4445
2023-03-12,2023,1,3,March,Asia Pacific,Country_6,Office Supplies,Pens,Corporate,6,307.61,1845.67,1429.99,415.69,0.2252
2024-03-01,2024,1,3,March,Asia Pacific,Country_2,Electronics,Laptops,Home Office,1,354.53,354.53,254.73,99.8,0.2815
2022-07-13,2022,3,7,July,Asia Pacific,Country_7,Furniture,Chairs,Corporate,3,389.87,1169.6,920.5,249.1,0.213
2023-02-20,2023,1,2,February,Europe,Country_6,Office Supplies,Pens,Consumer,1,147.55,147.55,108.59,38.96,0.264
2024-07-29,2024,3,7,July,Europe,Country_5,Electronics,Laptops,Home Office,7,65.58,459.08,235.82,223.26,0.4863
2023-01-12,2023,1,1,January,Europe,Country_2,Electronics,Tablets,Home Office,9,190.61,1715.48,1348.85,366.63,0.2137
2024-12-30,2024,4,12,December,Asia Pacific,Country_4,Furniture,Chairs,Home Office,3,414.77,1244.32,674.43,569.9,0.458
2022-07-15,2022,3,7,July,Asia Pacific,Country_1,Furniture,Tables,Home Office,7,457.31,3201.17,1752.13,1449.04,0.4527
2024-01-23,2024,1,1,January,Asia Pacific,Country_2,Furniture,Beds,Corporate,7,376.21,2633.49,1722.58,910.91,0.3459
2023-04-10,2023,2,4,April,North America,Country_7,Office Supplies,Pens,Home Office,8,289.43,2315.43,1319.84,995.59,0.43
2022-03-12,2022,1,3,March,Europe,Country_7,Furniture,Tables,Corporate,3,319.5,958.49,557.85,400.63,0.418
2023-10-12,2023,4,10,October,Europe,Country_3,Office Supplies,Paper,Corporate,7,196.31,1374.16,773.98,600.18,0.4368
2024-09-28,2024,3,9,September,Asia Pacific,Country_5,Electronics,Tablets,Corporate,9,47.45,427.06,297.14,129.92,0.3042
2024-11-27,2024,4,11,November,Asia Pacific,Country_8,Electronics,Tablets,Consumer,3,250.83,752.48,425.92,326.56,0.434
2022-06-26,2022,2,6,June,Asia Pacific,Country_6,Furniture,Chairs,Corporate,7,435.86,3051.01,2318.94,732.07,0.2399
2023-05-16,2023,2,5,May,Latin America,Country_3,Electronics,Laptops,Corporate,7,115.97,811.78,645.97,165.81,0.2042
2024-08-09,2024,3,8,August,Europe,Country_5,Clothing,Shoes,Home Office,7,478.72,3351.07,1922.76,1428.31,0.4262
2024-04-22,2024,2,4,April,Europe,Country_5,Office Supplies,Pens,Home Office,4,388.41,1553.65,1003.32,550.32,0.3542
2022-04-20,2022,2,4,April,North America,Country_1,Furniture,Beds,Corporate,9,215.98,1943.84,1092.7,851.14,0.4379
2024-08-21,2024,3,8,August,Latin America,Country_6,Office Supplies,Paper,Consumer,2,261.27,522.53,330.46,192.07,0.3676
2022-05-14,2022,2,5,May,Europe,Country_8,Office Supplies,Binders,Home Office,2,353.01,706.02,490.2,215.82,0.3057
2023-02-24,2023,1,2,February,North America,Country_7,Furniture,Tables,Corporate,9,67.74,609.66,384.91,224.76,0.3687
2022-08-15,2022,3,8,August,Asia Pacific,Country_3,Clothing,Pants,Corporate,6,235.65,1413.91,818.39,595.51,0.4212
2024-10-23,2024,4,10,October,Asia Pacific,Country_9,Electronics,Smartphones,Home Office,6,225.61,1353.63,988.41,365.23,0.2698
2022-05-14,2022,2,5,May,Asia Pacific,Country_8,Clothing,Shoes,Home Office,1,294.35,294.35,171.64,122.71,0.4169
2024-04-02,2024,2,4,April,Asia Pacific,Country_4,Furniture,Tables,Corporate,4,361.15,1444.62,789.8,654.82,0.4533
2022-02-25,2022,1,2,February,North America,Country_8,Clothing,Shirts,Home Office,7,163.24,1142.66,671.19,471.48,0.4126
2023-08-23,2023,3,8,August,Europe,Country_7,Clothing,Pants,Corporate,5,50.7,253.5,190.19,63.31,0.2497
2023-08-02,2023,3,8,August,Asia Pacific,Country_4,Office Supplies,Pens,Corporate,5,376.62,1883.09,1399.96,483.13,0.2566
2023-02-12,2023,1,2,February,Europe,Country_4,Office Supplies,Pens,Corporate,8,117.96,943.69,612.97,330.72,0.3505
2023-06-23,2023,2,6,June,Asia Pacific,Country_6,Electronics,Smartphones,Corporate,1,49.32,49.32,36.72,12.6,0.2555
2024-08-17,2024,3,8,August,Asia Pacific,Country_3,Clothing,Shirts,Home Office,5,300.33,1501.66,772.9,728.76,0.4853
2023-11-10,2023,4,11,November,North America,Country_6,Electronics,Tablets,Corporate,9,68.84,619.59,398.35,221.24,0.3571
2022-11-21,2022,4,11,November,Asia Pacific,Country_4,Electronics,Tablets,Consumer,8,95.82,766.55,557.16,209.39,0.2732
2023-06-16,2023,2,6,June,Asia Pacific,Country_4,Office Supplies,Binders,Corporate,8,147.37,1178.93,880.68,298.25,0.253
2023-07-22,2023,3,7,July,Europe,Country_7,Clothing,Pants,Home Office,9,447.99,4031.88,2706.89,1324.99,0.3286
2022-02-15,2022,1,2,February,North America,Country_5,Clothing,Pants,Home Office,8,66.68,533.47,404.94,128.53,0.2409
2023-09-26,2023,3,9,September,Europe,Country_7,Furniture,Beds,Home Office,1,105.1,105.1,53.6,51.5,0.49
2022-05-10,2022,2,5,May,Asia Pacific,Country_7,Electronics,Smartphones,Consumer,3,171.27,513.82,407.61,106.21,0.2067
2022-03-30,2022,1,3,March,Latin America,Country_2,Clothing,Shirts,Consumer,7,432.62,3028.35,2311.13,717.22,0.2368
2022-11-11,2022,4,11,November,Europe,Country_6,Furniture,Chairs,Corporate,5,401.11,2005.53,1209.82,795.71,0.3968
2024-09-16,2024,3,9,September,Europe,Country_3,Office Supplies,Pens,Home Office,8,32.49,259.93,204.12,55.81,0.2147
2024-12-28,2024,4,12,December,Latin America,Country_9,Electronics,Laptops,Corporate,3,284.48,853.43,614.67,238.77,0.2798
2024-08-23,2024,3,8,August,Asia Pacific,Country_9,Furniture,Tables,Corporate,9,124.84,1123.58,720.33,403.25,0.3589
2024-10-10,2024,4,10,October,Latin America,Country_1,Clothing,Pants,Home Office,5,202.54,1012.72,613.97,398.74,0.3937
2022-06-04,2022,2,6,June,Europe,Country_6,Furniture,Tables,Home Office,3,486.48,1459.44,869.83,589.61,0.404
2023-09-14,2023,3,9,September,Europe,Country_4,Clothing,Shoes,Home Office,1,478.87,478.87,342.22,136.65,0.2854
2023-04-15,2023,2,4,April,Latin America,Country_8,Furniture,Beds,Consumer,5,357.46,1787.3,1182.78,604.52,0.3382
2024-02-03,2024,1,2,February,Latin America,Country_4,Office Supplies,Pens,Home Office,5,495.19,2475.97,1747.53,728.44,0.2942
2024-11-29,2024,4,11,November,Asia Pacific,Country_3,Office Supplies,Paper,Home Office,2,173.92,347.84,193.74,154.09,0.443
2024-04-18,2024,2,4,April,Europe,Country_9,Furniture,Beds,Home Office,9,196.87,1771.83,1338.31,433.52,0.2447
2022-06-26,2022,2,6,June,Latin America,Country_7,Office Supplies,Pens,Home Office,4,283.74,1134.95,786.23,348.72,0.3073
2023-02-16,2023,1,2,February,Latin America,Country_2,Clothing,Shoes,Consumer,9,430.42,3873.77,2230.19,1643.58,0.4243
2024-12-03,2024,4,12,December,Latin America,Country_8,Office Supplies,Binders,Home Office,2,487.68,975.35,496.34,479.01,0.4911
2022-07-03,2022,3,7,July,Latin America,Country_8,Electronics,Laptops,Corporate,9,190.25,1712.24,1019.11,693.12,0.4048
2022-02-03,2022,1,2,February,Europe,Country_9,Office Supplies,Binders,Consumer,6,482.21,2893.24,2120.03,773.22,0.2672
2023-12-16,2023,4,12,December,Latin America,Country_3,Clothing,Shoes,Corporate,8,272.09,2176.75,1694.28,482.47,0.2216
2022-07-30,2022,3,7,July,Latin America,Country_2,Electronics,Smartphones,Home Office,8,361.88,2895.06,1940.44,954.62,0.3297
2022-02-20,2022,1,2,February,North America,Country_2,Electronics,Tablets,Consumer,6,359.79,2158.74,1195.6,963.14,0.4462
2022-09-22,2022,3,9,September,Europe,Country_2,Clothing,Pants,Home Office,4,271.53,1086.11,576.61,509.49,0.4691
2023-10-04,2023,4,10,October,Europe,Country_6,Furniture,Tables,Corporate,2,448.57,897.14,538.55,358.6,0.3997
2022-02-05,2022,1,2,February,Europe,Country_7,Furniture,Beds,Home Office,4,360.33,1441.32,1068.12,373.2,0.2589
2022-01-21,2022,1,1,January,Latin America,Country_1,Electronics,Smartphones,Home Office,3,27.86,83.57,54.97,28.61,0.3423
2022-01-21,2022,1,1,January,North America,Country_2,Office Supplies,Paper,Corporate,9,206.66,1859.97,1443.77,416.2,0.2238
2024-05-10,2024,2,5,May,Latin America,Country_1,Clothing,Shirts,Corporate,7,474.42,3320.96,2378.69,942.27,0.2837
2022-08-26,2022,3,8,August,Latin America,Country_9,Furniture,Chairs,Home Office,7,452.13,3164.94,1729.93,1435.01,0.4534
2024-03-13,2024,1,3,March,Asia Pacific,Country_4,Office Supplies,Pens,Corporate,4,406.65,1626.61,1131.69,494.92,0.3043
2023-08-27,2023,3,8,August,Latin America,Country_8,Furniture,Tables,Corporate,3,55.56,166.69,98.96,67.73,0.4063
2023-11-16,2023,4,11,November,Asia Pacific,Country_5,Furniture,Chairs,Corporate,4,45.06,180.25,105.4,74.85,0.4153
2023-06-24,2023,2,6,June,Europe,Country_6,Clothing,Pants,Home Office,9,281.42,2532.82,1922.05,610.77,0.2411
2023-12-01,2023,4,12,December,North America,Country_6,Clothing,Pants,Corporate,6,254.64,1527.83,1103.36,424.47,0.2778
2023-07-14,2023,3,7,July,Latin America,Country_1,Furniture,Tables,Home Office,2,327.62,655.24,490.94,164.3,0.2508
2024-11-03,2024,4,11,November,Asia Pacific,Country_4,Electronics,Smartphones,Corporate,5,377.46,1887.32,1373.71,513.6,0.2721
2023-03-30,2023,1,3,March,Latin America,Country_6,Clothing,Pants,Consumer,9,228.14,2053.3,1081.03,972.26,0.4735
2022-10-01,2022,4,10,October,Latin America,Country_1,Clothing,Pants,Consumer,7,432.89,3030.25,1716.65,1313.6,0.4335
2022-11-11,2022,4,11,November,North America,Country_9,Clothing,Shirts,Home Office,4,296.52,1186.09,697.94,488.15,0.4116
2022-06-22,2022,2,6,June,North America,Country_7,Clothing,Shirts,Corporate,5,278.39,1391.94,943.29,448.64,0.3223
2024-02-03,2024,1,2,February,Asia Pacific,Country_4,Clothing,Shoes,Home Office,7,333.58,2335.03,1240.67,1094.36,0.4687
2023-08-02,2023,3,8,August,North America,Country_9,Electronics,Laptops,Corporate,6,310.14,1860.86,1165.21,695.65,0.3738
2022-10-29,2022,4,10,October,North America,Country_8,Clothing,Pants,Corporate,2,424.25,848.51,445.51,403.0,0.4749
2022-03-04,2022,1,3,March,Latin America,Country_8,Furniture,Tables,Consumer,8,340.87,2726.93,1779.34,947.59,0.3475
2024-08-30,2024,3,8,August,Europe,Country_7,Office Supplies,Paper,Home Office,3,53.47,160.41,94.8,65.61,0.409
2023-09-21,2023,3,9,September,Latin America,Country_3,Electronics,Tablets,Corporate,2,444.91,889.83,500.69,389.14,0.4373
2022-03-29,2022,1,3,March,Europe,Country_2,Office Supplies,Binders,Consumer,5,294.35,1471.76,1018.04,453.72,0.3083
2023-02-01,2023,1,2,February,Latin America,Country_5,Furniture,Chairs,Corporate,6,204.59,1227.56,967.64,259.92,0.2117
2022-05-26,2022,2,5,May,Latin America,Country_6,Furniture,Tables,Home Office,9,454.84,4093.6,3231.62,861.98,0.2106
2022-07-21,2022,3,7,July,Latin America,Country_4,Clothing,Shirts,Corporate,1,283.97,283.97,200.62,83.34,0.2935
2024-12-19,2024,4,12,December,Latin America,Country_3,Furniture,Chairs,Consumer,7,337.28,2360.99,1619.52,741.47,0.3141
2023-02-01,2023,1,2,February,Europe,Country_8,Electronics,Tablets,Consumer,4,444.11,1776.43,899.49,876.94,0.4937
2023-06-06,2023,2,6,June,Asia Pacific,Country_4,Electronics,Tablets,Home Office,9,114.89,1034.04,654.02,380.02,0.3675
2024-04-06,2024,2,4,April,North America,Country_7,Clothing,Shoes,Home Office,5,416.58,2082.89,1333.19,749.69,0.3599
2023-08-12,2023,3,8,August,Asia Pacific,Country_4,Office Supplies,Pens,Corporate,8,410.92,3287.37,1850.91,1436.46,0.437
2022-03-04,2022,1,3,March,Europe,Country_1,Electronics,Tablets,Corporate,3,61.4,184.2,108.07,76.12,0.4133
2022-12-09,2022,4,12,December,Europe,Country_3,Office Supplies,Binders,Home Office,3,357.57,1072.72,582.89,489.84,0.4566
2023-10-08,2023,4,10,October,Asia Pacific,Country_5,Office Supplies,Binders,Home Office,5,164.01,820.03,535.85,284.19,0.3466
2023-12-24,2023,4,12,December,Europe,Country_6,Clothing,Shirts,Consumer,7,181.1,1267.68,771.5,496.18,0.3914
2022-02-28,2022,1,2,February,Europe,Country_7,Electronics,Tablets,Corporate,3,298.71,896.14,654.92,241.22,0.2692
2022-08-05,2022,3,8,August,North America,Country_1,Clothing,Shoes,Consumer,1,256.23,256.23,131.76,124.47,0.4858
2023-06-17,2023,2,6,June,Asia Pacific,Country_5,Clothing,Pants,Consumer,9,108.3,974.73,630.63,344.1,0.353
2023-08-13,2023,3,8,August,Latin America,Country_6,Furniture,Chairs,Home Office,1,340.47,340.47,272.14,68.33,0.2007
2024-05-26,2024,2,5,May,Europe,Country_1,Clothing,Shoes,Home Office,3,192.62,577.85,442.27,135.57,0.2346
2022-07-27,2022,3,7,July,Asia Pacific,Country_8,Furniture,Chairs,Consumer,8,16.12,129.0,80.05,48.95,0.3794
2024-12-07,2024,4,12,December,Asia Pacific,Country_3,Electronics,Smartphones,Consumer,4,125.04,500.18,294.72,205.46,0.4108
2024-11-10,2024,4,11,November,Europe,Country_5,Furniture,Beds,Consumer,9,79.65,716.84,395.54,321.3,0.4482
2022-03-01,2022,1,3,March,North America,Country_4,Furniture,Beds,Consumer,2,140.43,280.86,224.33,56.53,0.2013
2024-12-20,2024,4,12,December,North America,Country_5,Furniture,Beds,Consumer,4,397.03,1588.11,1235.17,352.94,0.2222
2023-06-24,2023,2,6,June,North America,Country_1,Electronics,Smartphones,Consumer,4,496.89,1987.57,1168.48,819.1,0.4121
2023-03-31,2023,1,3,March,North America,Country_3,Electronics,Tablets,Consumer,9,171.24,1541.12,944.82,596.31,0.3869
2024-09-11,2024,3,9,September,Latin America,Country_9,Clothing,Shirts,Corporate,6,425.6,2553.58,1282.39,1271.19,0.4978
2023-07-31,2023,3,7,July,Latin America,Country_1,Office Supplies,Binders,Home Office,5,303.88,1519.41,1072.1,447.31,0.2944
2022-09-01,2022,3,9,September,Asia Pacific,Country_5,Electronics,Smartphones,Consumer,8,200.64,1605.13,1224.92,380.21,0.2369
2024-03-15,2024,1,3,March,Europe,Country_4,Clothing,Pants,Consumer,8,367.88,2943.01,2026.58,916.43,0.3114
2023-04-03,2023,2,4,April,Europe,Country_7,Clothing,Shoes,Home Office,4,348.0,1392.01,864.48,527.53,0.379
2022-04-23,2022,2,4,April,Asia Pacific,Country_6,Office Supplies,Paper,Home Office,7,396.63,2776.43,1599.4,1177.03,0.4239
2024-11-02,2024,4,11,November,Asia Pacific,Country_4,Furniture,Chairs,Corporate,7,226.38,1584.65,987.77,596.88,0.3767
2023-03-23,2023,1,3,March,Asia Pacific,Country_7,Electronics,Tablets,Home Office,3,58.86,176.59,109.14,67.44,0.3819
2022-10-11,2022,4,10,October,Asia Pacific,Country_1,Office Supplies,Paper,Consumer,6,91.45,548.72,311.97,236.75,0.4315
2022-12-24,2022,4,12,December,Europe,Country_6,Electronics,Smartphones,Corporate,7,192.64,1348.51,694.18,654.33,0.4852
2023-02-03,2023,1,2,February,Asia Pacific,Country_2,Clothing,Pants,Consumer,4,478.96,1915.84,1473.99,441.85,0.2306
